,FECHA,FOLIO,PROVEEDOR,DESCRIPCION,TIPO_GASTO,IMPORTE,IVA,TOTAL MX
717,2022-04-01,57563,MR MULTISERVICIOS INDUSTRIALES SA DE CV,"SOLERA AC A36 1/4"" X 2""",COMPRAS,410.0,65.6,475.6
718,2022-04-01,73562,NOVATEL MEXICANA SA DE CV,"NOVAFLON 0.010"" STD C/A SILICONADO O",COMPRAS,9086.25,1453.8,10540.05
719,2022-04-01,73563,NOVATEL MEXICANA SA DE CV,"NOVAFLON 0.010"" STD C/A SILICONADO O",COMPRAS,12115.0,1938.4,14053.4
720,2022-04-01,73567,NOVATEL MEXICANA SA DE CV,"BANDA 0.010"" TWO PLY 14 MM X 75 CM",COMPRAS,825.0,132.0,957
721,2022-04-01,74479594,OFFICE DEPOT DE MEXICO SA DE CV,DESPACHADOR JUMBO NEGRO,PAPELERIA,128.45,20.55,149
722,2022-04-01,XXXX,HERNALDO FAVIO OLVERA MARTINEZ,desinstalación Tiida,MTTO COMPUTO,800.0,128.0,918
723,2022-04-01,46235592,Autotransportes de Carga Tresguerras S.A de C.V.,Pago,PAQUETERIA,0.0,0.0,0
724,2022-04-01,46242222,Autotransportes de Carga Tresguerras S.A de C.V.,Flete (IZT03288757),PAQUETERIA,122.66,19.63,138.85999999999999
725,2022-04-01,574402,"ASPEL DE MEXICO, SA DE CV",Suscripción ASPEL-NOI Mensual 1 Usr(s),MTTO COMPUTO,378.0,60.48,438.48
726,2022-04-01,6025,"AR PIROMETRIA E INGENIERIA, S.A. DE C.V.",Pago,COMPRAS,0.0,0.0,0
727,2022-04-01,6219,"AR PIROMETRIA E INGENIERIA, S.A. DE C.V.","AISLADOR OVALADO CAL. 14 AWG DE 2
CANALES X 3"" DE LARGO
",COMPRAS,1200.0,192.0,1392
728,2022-04-01,19869474,ADT Private Security Services de México S.A. de C.V.,Monitoreo Dual Com Ret,MONITOREO CAMARAS ADT,1326.98,212.32,1539.3
729,2022-04-01,33370699,ADT Private Security Services de México S.A. de C.V.,Pago,MONITOREO CAMARAS ADT,0.0,0.0,0
730,2022-04-01,167691,BEPENSA LEASING S.A. DE C.V.,Pago,ARRENDAMIENTO FINANCIERO,0.0,0.0,0
731,2022-04-01,167692,BEPENSA LEASING S.A. DE C.V.,Pago,ARRENDAMIENTO FINANCIERO,0.0,0.0,0
732,2022-04-01,385,CENTRO DE INNOVACION Y DESARROLLO CORPORATIVO SC,"Elaboración y aplicación de encuesta de clima laboral, Marzo 2022.",CAPACITACION,4500.0,720.0,5220
733,2022-04-01,121717,"CONEXIONES INOXIDABLES DE PUEBLA, SA DE CV",Pago,COMPRAS,0.0,0.0,0
734,2022-04-01,1993,MELISSA CORDERO IBARROLA,TAPON PLASTICO 1/2,COMPRAS,1800.0,288.0,2088
735,2022-04-01,417982,"ELECTRONICA ZARAGOZA, S.DE R.L.",-ARNES P/MONITOR VGA MACHO-MACHO DB15 DOR,MTTO COMPUTO,356.04,56.97,413.01
736,2022-04-01,22022030028311,"INTERCAM FONDOS, S.A. DE C.V. SOCIEDAD OPERADORA DE FONDOS DE INVERSION INTERCAM GRUPO FINANCIERO",Comisiones y Otros Cargos,COMISION BANCARIA,0.0,0.0,0
737,2022-04-01,88,FERNANDO LARA SANTILLAN,Plan mensual desarrollo campañas Google Ads,MTTO COMPUTO,2500.0,400.0,2900
738,2022-04-01,57583,MR MULTISERVICIOS INDUSTRIALES SA DE CV,LAMINA AC A36 CAL24,COMPRAS,890.0,142.4,1032.4
739,2022-04-01,73572,NOVATEL MEXICANA SA DE CV,"BANDA 0.030"" DE 145 CM X 116 CM",COMPRAS,8000.0,1280.0,9280
740,2022-04-01,277,NOVATEL MEXICANA SA DE CV,Pago,COMPRAS,0.0,0.0,0
741,2022-04-01,291,NOVATEL MEXICANA SA DE CV,Pago,COMPRAS,0.0,0.0,0
742,2022-04-01,56140,"PLACA Y ACERO DE QUERETARO, S.A DE C.V.",PLACA ACERO AL CARBON,COMPRAS,110.0,17.6,127.6
743,2022-04-01,45590,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",Pago,COMPRAS,0.0,0.0,0
744,2022-04-01,4909,ASESORIA Y CONSULTORIA PENDRILD SC,SERVICIOS LEGALES SOBRE DERECHO LABORAL,HONORARIOS JURIDICOS,2580.6,412.9,2993.5
745,2022-04-01,577728,"ASPEL DE MEXICO, SA DE CV",Suscripción ASPEL-BANCO Mensual 1 Usr(s),MTTO COMPUTO,284.0,45.44,329.44
746,2022-04-01,4094,ASOCIACION DE TRABAJADORES A LA VANGUARDIA,ADMINISTRACION DE PROGRAMA DE COMPETITIVIDAD CON NUMERO DE FOLIO  CALOR/PEPCE/ATVANGUARDIA/123/2021,COMISION MIXTA,25805.98,0.0,25805.98
747,2022-04-01,856590,"BEBIDAS PURIFICADAS, S. DE R.L. DE C.V.",Epura 20 Lts Policarbonato,ALIMENTOS,240.0,0.0,240
748,2022-04-01,537171,HOME DEPOT MEXICO S. DE R.L. DE C.V.,KIT COMPRESOR AIRE 16 PZ,COMPRAS,731.9,117.1,849
749,2022-04-01,707554,HDI SEGUROS S.A DE C.V,PRIMA NETA,SEGUROS,8254.37,1320.7,9575.070000000002
750,2022-04-01,2297,JOSE ISMAEL MANCILLA COLUNGA,S CONTABLE MES  MARZO 2022,HONORARIOS CONTABLES,5349.66,855.95,5100.009999999999
751,2022-04-01,618,MARIA MAGDALENA MARTINEZ ZAMORA,Resistencia acanalada de 1/4,COMPRAS,2700.0,432.0,3132
752,2022-04-01,73589,NOVATEL MEXICANA SA DE CV,"NOVAFLON 0.010"" STD C/A SILICONADO O",COMPRAS,18172.5,2907.6,21080.1
753,2022-04-01,35950,TERMOELEMENTOS INDUSTRIALES SA DE CV,CABLE PARA RTD 3X24 FIBRA DE VIDRIO CON MALLA INOX,COMPRAS,3950.0,632.0,4582
754,2022-04-01,82654,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",RESIST. T/PARRILLA 2600W-220V,COMPRAS,17775.08,2844.01,20619.090000000004
755,2022-04-01,82655,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",RESIST. TIPO DISCO 100MM DIAM. EXT. X 43MM DIAM. INT. 500W 220V,COMPRAS,711.0,113.76,824.76
756,2022-04-01,00315046,ADT Private Security Services de México S.A. de C.V.,Anticipo Cuenta COM,MONITOREO CAMARAS ADT,-50.02,-8.0,-58.02
757,2022-04-01,5190,EDGAR AGUILAR DIAZ,DISCO DE CORTE 4 1/2 750,COMPRAS,1895.2,303.23,2198.4300000000003
758,2022-04-01,3527,COMERCIALIZADORA ELECTRICA INDUSTRIAL VAZQUEZ,Pago,COMPRAS,0.0,0.0,0
759,2022-04-01,4318697,"COSTCO DE MEXICO, S.A. DE C.V.",SPRAY PARA INODORO 2 DE 118 ML POO POURRI,NO DEDUCIBLE,0.0,0.0,0
760,2022-04-01,4318703,"COSTCO DE MEXICO, S.A. DE C.V.",CABALLERO FRAGANCIAS PARA DAMA Y,NO DEDUCIBLE,0.0,0.0,0
761,2022-04-01,172394,ELECTROTERMICA NACIONAL SA DE CV,"CABLE PARA TERMOPAR tipo J, calibre 20, con forro de TEFLON, codigo J-FEP/FEP-20. (107166-1 MO)",COMPRAS,3159.0,505.44,3664.44
762,2022-04-01,1397,MARISOL MENDOZA CHAVEZ,Pago,COMPRAS,0.0,0.0,0
763,2022-04-01,123535,OPERADORA DE SERVICIOS PAQUETEXPRESS SA DE CV,SEGURO,PAQUETERIA,1798.05,287.69,2085.74
764,2022-04-01,16113,"TUVASUR DEL BAJIO, S.A. DE C.V.","BRIDA CIEGA A/C 150# 6""",COMPRAS,952.88,152.46,1105.34
765,2022-04-01,142863,"TRATAMIENTOS TERMICOS DE QUERETARO, S.A. DE C.V.",TEMPLE Y REVENIDO 1000° CM,COMPRAS,258.63,41.38,300.01
766,2022-04-01,5939,CARLOS ENRIQUE ZERMEÑO GUTIERREZ,VARILLA DE SOLDADURA DE PLATA AL 35% EN 1/16 X 18,COMPRAS,7499.97,1200.0,8699.970000000001
767,2022-04-01,18677,COPIZZA S. DE R.L. DE C.V.,CONSUMO,ALIMENTOS,410.34,65.65,475.99
768,2022-04-01,11695,DH4 COMERCIALIZADORA SA DE CV,COMISION DEL 4% EN LA INTERMEDIACION MERCANTIL POR LA COLOCACION DE DIVERSAS RESISTENCIAS ELECTRICAS A VARIOS CLIENTES DURANTE EL PERIODO DE MARZO DE 2022,SUELDOS DIRECCION,43337.18,6933.95,50271.13
769,2022-04-01,3639,BENJAMÍN MAYA MONDRAGÓN,TENSORES TIPO OREJA DE A-INOX,COMPRAS,8950.0,1432.0,10382
770,2022-04-01,3642,BENJAMÍN MAYA MONDRAGÓN,Pago,COMPRAS,0.0,0.0,0
771,2022-04-01,7403,MARISOL MENDOZA CHAVEZ,GAS OXIGENO INDUSTRIAL 9.5  M3 .,COMPRAS,517.24,82.76,600
772,2022-04-01,112982,COMERCIALIZADORA ELECTRICA INDUSTRIAL VAZQUEZ,ALAMBRE NICROMEL KANTHAL 80/20 CALIBRE 26,COMPRAS,34454.28,5512.68,39966.96
773,2022-04-01,1648336,EFECTIVALE S. de R.L. de C.V.,DISPERSION,GASOLINA,10300.0,48.0,10348
774,2022-04-01,588760,"ASPEL DE MEXICO, SA DE CV",Suscripción ASPEL-COI Mensual 1 Usr(s),MTTO COMPUTO,333.0,53.28,386.28
775,2022-04-01,28483,OPERADORA DE SERVICIOS PAQUETEXPRESS SA DE CV,Pago,PAQUETERIA,0.0,0.0,0
776,2022-04-01,4081,TERMOELEMENTOS INDUSTRIALES SA DE CV,Pago,COMPRAS,0.0,0.0,0
777,2022-04-01,35983,TERMOELEMENTOS INDUSTRIALES SA DE CV,CABLE PARA PT-100 3X24 FIBRA DE VIDRIO CON MALLA INOX,COMPRAS,2538.0,406.08,2944.08
778,2022-04-01,5028,ASESORIA Y CONSULTORIA PENDRILD SC,SERVICIOS LEGALES SOBRE DERECHO LABORAL,HONORARIOS JURIDICOS,3080.61,492.9,3573.51
779,2022-04-01,46540790,Autotransportes de Carga Tresguerras S.A de C.V.,Pago,PAQUETERIA,0.0,0.0,0
780,2022-04-01,4295,ASOCIACION DE TRABAJADORES A LA VANGUARDIA,ADMINISTRACION DE PROGRAMA DE COMPETITIVIDAD CON NUMERO DE FOLIO  CALOR/PEPCE/ATVANGUARDIA/123/2021,COMISION MIXTA,30806.1,0.0,30806.1
781,2022-04-01,12461,COMER CHRIS SA DE CV,TOA.INT.DALITAS(TI19800) 20 PAQ.C/100,MTTO LOCAL,469.14,75.06,544.2
782,2022-04-01,4324297,"COSTCO DE MEXICO, S.A. DE C.V.",GALLETA CHISPAS CHOCO 24 PIEZAS / 1KG KIRKLAND SIGNATURE,NO DEDUCIBLE,0.0,0.0,0
783,2022-04-01,4324300,"COSTCO DE MEXICO, S.A. DE C.V.",CALCETINES PARA DAMA 10 PARES K.BELL,NO DEDUCIBLE,0.0,0.0,0
784,2022-04-01,7262215,"Google Operaciones de México, S. de R.L. de C.V.",Prepago de servicios de anuncios de Google,SUSCRIPCIONES,1724.14,275.86,2000
785,2022-04-01,8252,"REFRACTARIOS ESPECIALES LEON, S.A. DE C.V.","ARO CERAM 54 X 42 X 20 MM C/2 BARR 1/4""",COMPRAS,16408.0,2625.28,19033.28
786,2022-04-01,2877,Sanjuana Vargas Almanza,Pago,COMPRAS,0.0,0.0,0
787,2022-04-01,32,JULIO CESAR BARRERA LOPEZ,SPAGUETTY F.V. 13MM X 1M,COMPRAS,1090.0,174.4,1264.4
788,2022-04-01,092540,"BEBIDAS PURIFICADAS, S. DE R.L. DE C.V.",Epura 20 Lts Policarbonato,ALIMENTOS,120.0,0.0,120
789,2022-04-01,000063631905,CFE SUMINISTRADOR DE SERVICIOS BASICOS,Energia,ENERGIA ELECTRICA,5450.87,807.53,6258.4
790,2022-04-01,539411,HOME DEPOT MEXICO S. DE R.L. DE C.V.,FILTRO PARA WD-200,COMPRAS,148.1,23.7,171.79999999999998
791,2022-04-01,55,FRANCISCO DE GUADALUPE NOGUERAS RUBIO,Servicio dirección empresarial,GERENCIA ADMON,24000.0,3840.0,22880
792,2022-04-01,30879,"PRODUCTOS POLIMEX, S.A. DE C.V.",CORTE DE TUBO,COMPRAS,1809.99,289.6,2099.59
793,2022-04-01,5729,ELECTROTERMICA NACIONAL SA DE CV,Pago,COMPRAS,0.0,0.0,0
794,2022-04-01,73650,NOVATEL MEXICANA SA DE CV,"BANDA 0.010"" TWO PLY 20 MM X 113 CM",COMPRAS,1700.0,272.0,1972
795,2022-04-01,43585895,"AT&T Comercialización Móvil, S. de RL de CV",Pago,TELEFONO,0.0,0.0,0
796,2022-04-01,003129824,"DHL EXPRESS MEXICO, S.A. DE C.V.",EXPRESS DOMESTIC,MENSAJERIA,219.35000000000002,35.1,254.45000000000002
797,2022-04-01,623,IGNACIO ROJAS GOMEZ,MINIRELEVADOR 2 CONTC 8 PIN 24 VCA NARANJA,COMPRAS,3513.86,562.22,4076.08
798,2022-04-01,624,IGNACIO ROJAS GOMEZ,CERAMICO BASE DOBLE PUERTO EN LINEA,COMPRAS,3920.0,627.2,4547.2
799,2022-04-01,625,IGNACIO ROJAS GOMEZ,PHOTO SENSOR FOTEK,COMPRAS,4250.0,680.0,4930
800,2022-04-01,82830,Aesa Articulos Electricos S.A de C.V,PERLA (517),COMPRAS,600.0,96.0,696
801,2022-04-01,7418544,Chubb Seguros México S.A,Pago,SEGUROS,0.0,0.0,0
802,2022-04-01,113059,COMERCIALIZADORA ELECTRICA INDUSTRIAL VAZQUEZ,OXIDO DE MAGNESIO TIPO 5BLST IMERYS,COMPRAS,15054.24,2408.68,17462.92
803,2022-04-01,6704,J&M INTERCOPY SA DE CV,POLIZA DE MANTENIMIENTO,MTTO COMPUTO,6324.0,1011.84,7335.84
804,2022-04-01,7496,EXI BAJIO SA DE CV,Servicio de Arrendamiento,RENTA COPIADORA,2000.0,320.0,2320
805,2022-04-01,172442,ELECTROTERMICA NACIONAL SA DE CV,Tubo ENSA de acero inox. 304 de 7/16-020&quot;. (107203-1 MT),COMPRAS,5542.88,886.86,6429.74
806,2022-04-01,2394,ANDRES FRANCO SOSA,ALETA CONTINUA DE ACERO INOX. PARA TUBULAR DE 7/16,COMPRAS,3125.0,500.0,3625
807,2022-04-01,1404,MARISOL MENDOZA CHAVEZ,Pago,COMPRAS,0.0,0.0,0
808,2022-04-01,149454,"NR FINANCE MÉXICO, S. A. DE C. V.",Interes de Financiamiento,CREDITO ,1530.8,244.93,1775.73
809,2022-04-01,8281,MARY ANN REYES RODRIGUEZ,CRISTAL MEDALLON,MTTO TRANSPORTE,458.88,73.42,532.3
810,2022-04-01,269,TALLER DIGITAL SA DE CV,Pago,CAPACITACION,0.0,0.0,0
811,2022-04-01,5186,ASESORIA Y CONSULTORIA PENDRILD SC,SERVICIOS LEGALES SOBRE DERECHO LABORAL,HONORARIOS JURIDICOS,2531.75,405.08,2936.83
812,2022-04-01,46760490,Autotransportes de Carga Tresguerras S.A de C.V.,Flete (IZT03297315),PAQUETERIA,122.66,19.63,138.85999999999999
813,2022-04-01,37246,"ARIES MANUFACTURAS INDUSTRIALES, S.A. DE C.V.","Cartucho para galvanoplastía
Forro: titanio
1 1/2"" de diámetro por 585 mm de longitud de inmersión
Terminales flexibles de 800 mm
3,000 Watts 220 Volts 2 Fases
OT 78001
OC 02901
EGAL",SUBCONTRATOS,11690.0,1870.4,13560.4
814,2022-04-01,4636,ASOCIACION DE TRABAJADORES A LA VANGUARDIA,ADMINISTRACION DE PROGRAMA DE COMPETITIVIDAD CON NUMERO DE FOLIO  CALOR/PEPCE/ATVANGUARDIA/123/2021,COMISION MIXTA,25317.5,0.0,25317.5
815,2022-04-01,7439,MARISOL MENDOZA CHAVEZ,GAS OXIGENO INDUSTRIAL 9.5  M3 .,COMPRAS,517.24,82.76,600
816,2022-04-01,6646,"American Brother, S.A. de C.V.",SELLADORA TIPO CIZALLA OPERACION MANUAL  EN ACERO TIPO(PCS300I),COMPRAS,4853.16,776.51,5629.67
817,2022-04-01,5228,EDGAR AGUILAR DIAZ,CINTA MASKING 1,COMPRAS,1061.0,169.76,1230.76
818,2022-04-01,4332950,"COSTCO DE MEXICO, S.A. DE C.V.",TOSTADITAS DE ARROZ 740 G NUTRIWELL,NO DEDUCIBLE,0.0,0.0,0
819,2022-04-01,4333033,"COSTCO DE MEXICO, S.A. DE C.V.",MEZCLA GOURMET CON OMEGA 3 737 G NATURE'S GARDEN,NO DEDUCIBLE,0.0,0.0,0
820,2022-04-01,4333037,"COSTCO DE MEXICO, S.A. DE C.V.",NUECES MIXTAS SIN SAL 1.1 KG KIRKLAND SIGNATURE,NO DEDUCIBLE,0.0,0.0,0
821,2022-04-01,3542,DELIVERYMAIL,Servicio de Mensajeria Nacional  ECONOMY,PAQUETERIA,1236.61,197.86,1434.4699999999998
822,2022-04-01,9711984,PODER EJECUTIVO DEL ESTADO DE QUERETARO,IMPUESTO SOBRE NOMINA SECTOR PRIVADO,DERECHOS,3437.0,0.0,3437
823,2022-04-01,281520,GRUPO NACIONAL PROVINCIAL S A B,Pago,SEGUROS,0.0,0.0,0
824,2022-04-01,4152364,IIRSACERO S.A DE C.V,1018 RED 3.17 MM(1/8)EF,COMPRAS,423.2,67.71,490.90999999999997
825,2022-04-01,58095,MR MULTISERVICIOS INDUSTRIALES SA DE CV,LAMINA AC INOX T304 2B CAL24,COMPRAS,7560.0,1209.6,8769.6
826,2022-04-01,346,NOVATEL MEXICANA SA DE CV,Pago,COMPRAS,0.0,0.0,0
827,2022-04-01,56369,"PLACA Y ACERO DE QUERETARO, S.A DE C.V.",PLACA ACERO AL CARBON,COMPRAS,1310.0,209.6,1519.6
828,2022-04-01,124177,OPERADORA DE SERVICIOS PAQUETEXPRESS SA DE CV,SERVICIOS DE PAQUETERIA Y MENSAJERIA,PAQUETERIA,2593.21,414.91,3008.12
829,2022-04-01,18634,Sanjuana Vargas Almanza,"TFH1614-GF-TERMINAL FASTON HEMBRA  FORRADA CAL,16-14 GRANDE, ,250 ",COMPRAS,480.0,76.8,556.8
830,2022-04-01,113475,COMERCIALIZADORA ELECTRICA INDUSTRIAL VAZQUEZ,PIROMETRO DIGITAL XMTG-818,COMPRAS,652.11,104.34,756.45
831,2022-04-01,172488,ELECTROTERMICA NACIONAL SA DE CV,"Lamparas de radiacion Elstein de 650 watts a 230 volts, de 245mm x 60mm, tipo FSR. (107257-1 EN)",COMPRAS,9040.6,1446.5,10487.1
832,2022-04-01,1401437357,"Grainger, S.A. DE C.V.",Pago,COMPRAS,0.0,0.0,0
833,2022-04-01,28699,OPERADORA DE SERVICIOS PAQUETEXPRESS SA DE CV,Pago,PAQUETERIA,0.0,0.0,0
834,2022-04-01,9389,"PRODUCTOS REFRACTARIOS PARA LA INDUSTRIA, S.A. DE C.V.","PLACA F/MINERAL FF-96 0.61X1.22mX 1 1/2""",COMPRAS,306.0,48.96,354.96
835,2022-04-01,18692,Sanjuana Vargas Almanza,CC32SA240-CONTACTO 32AMP 240V 50/60Hz 2NO2NC CG ,COMPRAS,594.88,95.18,690.06
836,2022-04-01,5970,CARLOS ENRIQUE ZERMEÑO GUTIERREZ,VARILLA DE SOLDADURA DE PLATA AL 35% EN 1/16 X 18,COMPRAS,7507.46,1201.19,8708.65
837,2022-04-01,428300,"BEBIDAS PURIFICADAS, S. DE R.L. DE C.V.",Epura 20 Lts Policarbonato,ALIMENTOS,120.0,0.0,120
838,2022-04-01,31630,ATENCION RAPIDA A CLIENTES TRES SA DE CV,32011                MAGNA,GASOLINA,1222.39,190.34,1412.73
839,2022-04-01,XXXX,TELEFONOS DE MEXICO S.A.B. DE C.V.,Pago,TELEFONO,0.0,0.0,0
840,2022-04-01,45777,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",Pago,COMPRAS,0.0,0.0,0
841,2022-04-01,3998321,"AXTEL, S.A.B. de C.V.",Otros cargos,TELEFONO,0.0,0.0,0
842,2022-04-01,4336936,"COSTCO DE MEXICO, S.A. DE C.V.",ALIMENTO PARA PERRO SALMON/CAMOTE 15.87 KG KS NATURE´S DOMAIN,NO DEDUCIBLE,0.0,0.0,0
843,2022-04-01,4336940,"COSTCO DE MEXICO, S.A. DE C.V.","FILETE DE TILAPIA, SIN PIEL SIN ESPINAS 2 KG KIRKLAND SIGNATURE",NO DEDUCIBLE,0.0,0.0,0
844,2022-04-01,1043404,"COSTCO DE MEXICO, S.A. DE C.V.",CONJUNTO DE TRAJE DE BAÑO PARA NIÑA EDDIE BAUER,NO DEDUCIBLE,0.0,0.0,0
845,2022-04-01,172511,ELECTROTERMICA NACIONAL SA DE CV,Alambre Ni Cr 80/20 calibre 16. (107284-1 MA),COMPRAS,5405.59,864.89,6270.4800000000005
846,2022-04-01,55111,JORGE LUIS GARCIA TRUJILLO,Varilla Rsc.Inx.18-8 3/16 - 24,COMPRAS,2029.05,324.65,2353.7
847,2022-04-01,543579,HOME DEPOT MEXICO S. DE R.L. DE C.V.,CINTA ELEC VINIL 12MM X 6M MULTICOL,COMPRAS,39.72,6.28,46
848,2022-04-01,543580,HOME DEPOT MEXICO S. DE R.L. DE C.V.,CINTA ELECTRICA 330 AZUL 19X18,COMPRAS,18.1,2.9,21
849,2022-04-01,58193,MR MULTISERVICIOS INDUSTRIALES SA DE CV,LAMINA AC A36 CAL20,COMPRAS,2840.0,454.4,3294.4
850,2022-04-01,73714,NOVATEL MEXICANA SA DE CV,"CINTA 0.005"" C/A STD DE 3"" X 33 MT",COMPRAS,13201.1,2112.18,15313.28
851,2022-04-01,358,NOVATEL MEXICANA SA DE CV,Pago,COMPRAS,0.0,0.0,0
852,2022-04-01,175872,"Travers Tool, S. de R.L. de C.V.",Pago,COMPRAS,0.0,0.0,0
853,2022-04-01,1008,"GUILLERMINA VALLEJO CARDENAS           (VF, INSTALACIONES)",SUMINISTRO DE VIDRIO TEMPLADO,COMPRAS,354.31,56.69,411
854,2022-04-01,46989857,Autotransportes de Carga Tresguerras S.A de C.V.,Pago,PAQUETERIA,0.0,0.0,0
855,2022-04-01,7462,MARISOL MENDOZA CHAVEZ,GAS OXIGENO INDUSTRIAL 9.5  M3 .,COMPRAS,517.24,82.76,600
856,2022-04-01,73731,NOVATEL MEXICANA SA DE CV,"NOVAFLON 0.005"" S/A ESTANDAR",COMPRAS,5865.0,938.4,6803.4
857,2022-04-01,13197,VDM METALS DE MEXICO SA DE CV,CINTA CRONIX 80-E DE 1.10 X 0.10 MM,COMPRAS,2662.24,425.96,3088.2
858,2022-04-01,5311,ASESORIA Y CONSULTORIA PENDRILD SC,SERVICIOS LEGALES SOBRE DERECHO LABORAL,HONORARIOS JURIDICOS,2552.41,408.39,2960.7999999999997
859,2022-04-01,620797,"ASPEL DE MEXICO, SA DE CV",Suscripción ASPEL-SAE Mensual 14 Usr(s),MTTO COMPUTO,2663.0,426.08,3089.08
860,2022-04-01,4873,ASOCIACION DE TRABAJADORES A LA VANGUARDIA,ADMINISTRACION DE PROGRAMA DE COMPETITIVIDAD CON NUMERO DE FOLIO  CALOR/PEPCE/ATVANGUARDIA/123/2021,COMISION MIXTA,25524.14,0.0,25524.14
861,2022-04-01,3572,COMERCIALIZADORA ELECTRICA INDUSTRIAL VAZQUEZ,Pago,COMPRAS,0.0,0.0,0
862,2022-04-01,172521,ELECTROTERMICA NACIONAL SA DE CV,"Conector std. macho K, H10-K. (107293-1 MS)",COMPRAS,8426.0,1348.16,9774.16
863,2022-04-01,260748,TENDENCYS INNOVATIONS SA DE CV,Servicios de Logistica,MENSAJERIA,431.03,68.97,500
864,2022-04-01,997,ISAAC DEHESA BRITO,EVENTO,CAPACITACION,920.0,147.2,1067.2
865,2022-04-01,3663,BENJAMÍN MAYA MONDRAGÓN,CONECTORES DE A-INOX DE  1/4 X 1/2 X 1/2,COMPRAS,4000.0,640.0,4640
866,2022-04-01,7474,MARISOL MENDOZA CHAVEZ,GAS OXIGENO INDUSTRIAL 9.5  M3 .,COMPRAS,517.24,82.76,600
867,2022-04-01,58308,MR MULTISERVICIOS INDUSTRIALES SA DE CV,"ANGULO AC A36 1/8"" X 1""",COMPRAS,440.0,70.4,510.4
868,2022-04-01,58309,MR MULTISERVICIOS INDUSTRIALES SA DE CV,"PLACA ACER D2 1/4""",COMPRAS,1080.0,172.8,1252.8
869,2022-04-01,124560,OPERADORA DE SERVICIOS PAQUETEXPRESS SA DE CV,RECOLECCION A DOMICILIO,PAQUETERIA,1379.24,220.68,1599.92
870,2022-04-01,630,IGNACIO ROJAS GOMEZ,ALAMBRE 8020 CAL 42,COMPRAS,2898.75,463.8,3362.55
871,2022-04-01,000064015451,CFE SUMINISTRADOR DE SERVICIOS BASICOS,Pago,ENERGIA ELECTRICA,0.0,0.0,0
872,2022-04-01,220428-000293446410,"AT&T COMERCIALIZACIÓN MÓVIL, S. DE R.L. DE C.V.",Internet adicional 1.5 GB 154.31_INARREAR,TELEFONO,2605.1900000000005,416.96,3022.1500000000005
873,2022-04-01,56,FRANCISCO DE GUADALUPE NOGUERAS RUBIO,Servicio dirección empresarial,GERENCIA ADMON,30000.0,4800.0,28599.989999999998
874,2022-04-01,56527,"PLACA Y ACERO DE QUERETARO, S.A DE C.V.",PLACA ACERO AL CARBON,COMPRAS,300.0,48.0,348
875,2022-04-01,4492,SANDRA PEREZ AGUILAR,CONCENTRADO CLORO,COMPRAS,60.0,9.6,69.6
876,2022-04-01,XXXX,MARTIN SANDOVAL HERNANDEZ,Pago,COMPRAS,0.0,0.0,0
877,2022-04-01,4147,TERMOELEMENTOS INDUSTRIALES SA DE CV,Pago,COMPRAS,0.0,0.0,0
878,2022-04-01,36111,TERMOELEMENTOS INDUSTRIALES SA DE CV,"CABLE PARA TERMOPAR TIPO ""T"" CAL.20 CON FORRO FIBRA DE VIDRIO CON MALLA INOX.",COMPRAS,2050.0,328.0,2378
879,2022-04-01,066902,TONY TIENDAS S.A. DE C.V.,BLOCK VALE PROVISIONAL CJA1/4CTA/50H RAYTER,PAPELERIA,60.95,9.75,70.7
880,2022-04-01,18952,Sanjuana Vargas Almanza,46205-CLAVIJA INDUSTRIAL PLASTICA 2 POLOS MAS TIERRA 15 AMP 127 VOLTECH ,COMPRAS,709.94,113.59,823.5300000000001
881,2022-04-01,6112,"AR PIROMETRIA E INGENIERIA, S.A. DE C.V.",Pago,COMPRAS,0.0,0.0,0
882,2022-04-01,6295,"AR PIROMETRIA E INGENIERIA, S.A. DE C.V.","CABLE DE EXTENSION PARA TERMOPAR
TIPO K, CAL. 20 AWG CON AISLAMIENTO
DE PVC
",COMPRAS,3000.0,480.0,3480
883,2022-04-01,668060,"BEBIDAS PURIFICADAS, S. DE R.L. DE C.V.",Epura 20 Lts Policarbonato,ALIMENTOS,120.0,0.0,120
884,2022-04-01,114055,COMERCIALIZADORA ELECTRICA INDUSTRIAL VAZQUEZ,CABLE F.V.NIQUEL PURO MICA 500°C 600V CAL 16 ROLLO 100 M,COMPRAS,54216.28,8674.62,62890.9
885,2022-04-01,1064925,HDI SEGUROS S.A DE C.V,Pago,SEGUROS,0.0,0.0,0
886,2022-04-01,202203-E2341533107-18042022-356911,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Cuotas IMSS ,IMSS/INFONAVIT,23689.36,0.0,23689.36
887,2022-04-01,64,María del Socorro Iturbe González,Capacitación Agropecuaria,CAPACITACION,8274.7,1323.95,9598.650000000001
888,2022-04-01,786004,"BANCO INVEX, S.A., INSTITUCION DE BANCA MULTIPLE, INVEX, GRUPO FINANCIERO",COMISIONES E INTERESES,COMISION BANCARIA,0.0,0.0,0
